image_path,emotion
FER2013_images\privatetest\34738_5.png,5
FER2013_images\privatetest\34739_6.png,6
FER2013_images\privatetest\34740_0.png,0
FER2013_images\privatetest\34741_6.png,6
FER2013_images\privatetest\34742_3.png,3
FER2013_images\privatetest\34743_5.png,5
FER2013_images\privatetest\34744_4.png,4
FER2013_images\privatetest\34745_0.png,0
FER2013_images\privatetest\34746_3.png,3
FER2013_images\privatetest\34747_3.png,3
FER2013_images\privatetest\34748_3.png,3
FER2013_images\privatetest\34749_0.png,0
FER2013_images\privatetest\34750_0.png,0
FER2013_images\privatetest\34751_6.png,6
FER2013_images\privatetest\34752_6.png,6
FER2013_images\privatetest\34753_3.png,3
FER2013_images\privatetest\34754_3.png,3
FER2013_images\privatetest\34755_2.png,2
FER2013_images\privatetest\34756_3.png,3
FER2013_images\privatetest\34757_5.png,5
FER2013_images\privatetest\34758_3.png,3
FER2013_images\privatetest\34759_3.png,3
FER2013_images\privatetest\34760_3.png,3
FER2013_images\privatetest\34761_3.png,3
FER2013_images\privatetest\34762_2.png,2
FER2013_images\privatetest\34763_6.png,6
FER2013_images\privatetest\34764_6.png,6
FER2013_images\privatetest\34765_3.png,3
FER2013_images\privatetest\34766_2.png,2
FER2013_images\privatetest\34767_2.png,2
FER2013_images\privatetest\34768_3.png,3
FER2013_images\privatetest\34769_6.png,6
FER2013_images\privatetest\34770_6.png,6
FER2013_images\privatetest\34771_3.png,3
FER2013_images\privatetest\34772_3.png,3
FER2013_images\privatetest\34773_3.png,3
FER2013_images\privatetest\34774_3.png,3
FER2013_images\privatetest\34775_2.png,2
FER2013_images\privatetest\34776_3.png,3
FER2013_images\privatetest\34777_5.png,5
FER2013_images\privatetest\34778_0.png,0
FER2013_images\privatetest\34779_2.png,2
FER2013_images\privatetest\34780_1.png,1
FER2013_images\privatetest\34781_0.png,0
FER2013_images\privatetest\34782_4.png,4
FER2013_images\privatetest\34783_3.png,3
FER2013_images\privatetest\34784_5.png,5
FER2013_images\privatetest\34785_5.png,5
FER2013_images\privatetest\34786_3.png,3
FER2013_images\privatetest\34787_5.png,5
FER2013_images\privatetest\34788_4.png,4
FER2013_images\privatetest\34789_4.png,4
FER2013_images\privatetest\34790_0.png,0
FER2013_images\privatetest\34791_3.png,3
FER2013_images\privatetest\34792_3.png,3
FER2013_images\privatetest\34793_1.png,1
FER2013_images\privatetest\34794_5.png,5
FER2013_images\privatetest\34795_0.png,0
FER2013_images\privatetest\34796_2.png,2
FER2013_images\privatetest\34797_6.png,6
FER2013_images\privatetest\34798_4.png,4
FER2013_images\privatetest\34799_4.png,4
FER2013_images\privatetest\34800_5.png,5
FER2013_images\privatetest\34801_6.png,6
FER2013_images\privatetest\34802_6.png,6
FER2013_images\privatetest\34803_6.png,6
FER2013_images\privatetest\34804_6.png,6
FER2013_images\privatetest\34805_5.png,5
FER2013_images\privatetest\34806_0.png,0
FER2013_images\privatetest\34807_0.png,0
FER2013_images\privatetest\34808_5.png,5
FER2013_images\privatetest\34809_4.png,4
FER2013_images\privatetest\34810_4.png,4
FER2013_images\privatetest\34811_2.png,2
FER2013_images\privatetest\34812_3.png,3
FER2013_images\privatetest\34813_5.png,5
FER2013_images\privatetest\34814_4.png,4
FER2013_images\privatetest\34815_3.png,3
FER2013_images\privatetest\34816_5.png,5
FER2013_images\privatetest\34817_5.png,5
FER2013_images\privatetest\34818_2.png,2
FER2013_images\privatetest\34819_3.png,3
FER2013_images\privatetest\34820_4.png,4
FER2013_images\privatetest\34821_4.png,4
FER2013_images\privatetest\34822_3.png,3
FER2013_images\privatetest\34823_4.png,4
FER2013_images\privatetest\34824_5.png,5
FER2013_images\privatetest\34825_3.png,3
FER2013_images\privatetest\34826_5.png,5
FER2013_images\privatetest\34827_4.png,4
FER2013_images\privatetest\34828_3.png,3
FER2013_images\privatetest\34829_3.png,3
FER2013_images\privatetest\34830_0.png,0
FER2013_images\privatetest\34831_6.png,6
FER2013_images\privatetest\34832_3.png,3
FER2013_images\privatetest\34833_2.png,2
FER2013_images\privatetest\34834_4.png,4
FER2013_images\privatetest\34835_2.png,2
FER2013_images\privatetest\34836_3.png,3
FER2013_images\privatetest\34837_2.png,2
FER2013_images\privatetest\34838_4.png,4
FER2013_images\privatetest\34839_4.png,4
FER2013_images\privatetest\34840_3.png,3
FER2013_images\privatetest\34841_3.png,3
FER2013_images\privatetest\34842_0.png,0
FER2013_images\privatetest\34843_0.png,0
FER2013_images\privatetest\34844_5.png,5
FER2013_images\privatetest\34845_3.png,3
FER2013_images\privatetest\34846_0.png,0
FER2013_images\privatetest\34847_3.png,3
FER2013_images\privatetest\34848_4.png,4
FER2013_images\privatetest\34849_2.png,2
FER2013_images\privatetest\34850_2.png,2
FER2013_images\privatetest\34851_6.png,6
FER2013_images\privatetest\34852_0.png,0
FER2013_images\privatetest\34853_2.png,2
FER2013_images\privatetest\34854_6.png,6
FER2013_images\privatetest\34855_3.png,3
FER2013_images\privatetest\34856_6.png,6
FER2013_images\privatetest\34857_3.png,3
FER2013_images\privatetest\34858_0.png,0
FER2013_images\privatetest\34859_2.png,2
FER2013_images\privatetest\34860_0.png,0
FER2013_images\privatetest\34861_3.png,3
FER2013_images\privatetest\34862_3.png,3
FER2013_images\privatetest\34863_2.png,2
FER2013_images\privatetest\34864_3.png,3
FER2013_images\privatetest\34865_2.png,2
FER2013_images\privatetest\34866_4.png,4
FER2013_images\privatetest\34867_3.png,3
FER2013_images\privatetest\34868_4.png,4
FER2013_images\privatetest\34869_0.png,0
FER2013_images\privatetest\34870_6.png,6
FER2013_images\privatetest\34871_3.png,3
FER2013_images\privatetest\34872_2.png,2
FER2013_images\privatetest\34873_4.png,4
FER2013_images\privatetest\34874_3.png,3
FER2013_images\privatetest\34875_6.png,6
FER2013_images\privatetest\34876_2.png,2
FER2013_images\privatetest\34877_2.png,2
FER2013_images\privatetest\34878_2.png,2
FER2013_images\privatetest\34879_0.png,0
FER2013_images\privatetest\34880_3.png,3
FER2013_images\privatetest\34881_2.png,2
FER2013_images\privatetest\34882_3.png,3
FER2013_images\privatetest\34883_3.png,3
FER2013_images\privatetest\34884_3.png,3
FER2013_images\privatetest\34885_6.png,6
FER2013_images\privatetest\34886_6.png,6
FER2013_images\privatetest\34887_0.png,0
FER2013_images\privatetest\34888_3.png,3
FER2013_images\privatetest\34889_0.png,0
FER2013_images\privatetest\34890_3.png,3
FER2013_images\privatetest\34891_2.png,2
FER2013_images\privatetest\34892_3.png,3
FER2013_images\privatetest\34893_3.png,3
FER2013_images\privatetest\34894_3.png,3
FER2013_images\privatetest\34895_4.png,4
FER2013_images\privatetest\34896_0.png,0
FER2013_images\privatetest\34897_2.png,2
FER2013_images\privatetest\34898_5.png,5
FER2013_images\privatetest\34899_4.png,4
FER2013_images\privatetest\34900_3.png,3
FER2013_images\privatetest\34901_3.png,3
FER2013_images\privatetest\34902_0.png,0
FER2013_images\privatetest\34903_6.png,6
FER2013_images\privatetest\34904_5.png,5
FER2013_images\privatetest\34905_4.png,4
FER2013_images\privatetest\34906_6.png,6
FER2013_images\privatetest\34907_3.png,3
FER2013_images\privatetest\34908_2.png,2
FER2013_images\privatetest\34909_3.png,3
FER2013_images\privatetest\34910_6.png,6
FER2013_images\privatetest\34911_6.png,6
FER2013_images\privatetest\34912_4.png,4
FER2013_images\privatetest\34913_4.png,4
FER2013_images\privatetest\34914_3.png,3
FER2013_images\privatetest\34915_6.png,6
FER2013_images\privatetest\34916_5.png,5
FER2013_images\privatetest\34917_4.png,4
FER2013_images\privatetest\34918_0.png,0
FER2013_images\privatetest\34919_4.png,4
FER2013_images\privatetest\34920_6.png,6
FER2013_images\privatetest\34921_3.png,3
FER2013_images\privatetest\34922_3.png,3
FER2013_images\privatetest\34923_5.png,5
FER2013_images\privatetest\34924_6.png,6
FER2013_images\privatetest\34925_2.png,2
FER2013_images\privatetest\34926_5.png,5
FER2013_images\privatetest\34927_4.png,4
FER2013_images\privatetest\34928_3.png,3
FER2013_images\privatetest\34929_2.png,2
FER2013_images\privatetest\34930_6.png,6
FER2013_images\privatetest\34931_3.png,3
FER2013_images\privatetest\34932_6.png,6
FER2013_images\privatetest\34933_5.png,5
FER2013_images\privatetest\34934_3.png,3
FER2013_images\privatetest\34935_6.png,6
FER2013_images\privatetest\34936_0.png,0
FER2013_images\privatetest\34937_6.png,6
FER2013_images\privatetest\34938_4.png,4
FER2013_images\privatetest\34939_5.png,5
FER2013_images\privatetest\34940_4.png,4
FER2013_images\privatetest\34941_3.png,3
FER2013_images\privatetest\34942_4.png,4
FER2013_images\privatetest\34943_0.png,0
FER2013_images\privatetest\34944_0.png,0
FER2013_images\privatetest\34945_4.png,4
FER2013_images\privatetest\34946_4.png,4
FER2013_images\privatetest\34947_1.png,1
FER2013_images\privatetest\34948_1.png,1
FER2013_images\privatetest\34949_3.png,3
FER2013_images\privatetest\34950_3.png,3
FER2013_images\privatetest\34951_3.png,3
FER2013_images\privatetest\34952_3.png,3
FER2013_images\privatetest\34953_2.png,2
FER2013_images\privatetest\34954_3.png,3
FER2013_images\privatetest\34955_0.png,0
FER2013_images\privatetest\34956_5.png,5
FER2013_images\privatetest\34957_5.png,5
FER2013_images\privatetest\34958_1.png,1
FER2013_images\privatetest\34959_2.png,2
FER2013_images\privatetest\34960_0.png,0
FER2013_images\privatetest\34961_3.png,3
FER2013_images\privatetest\34962_6.png,6
FER2013_images\privatetest\34963_4.png,4
FER2013_images\privatetest\34964_0.png,0
FER2013_images\privatetest\34965_3.png,3
FER2013_images\privatetest\34966_4.png,4
FER2013_images\privatetest\34967_0.png,0
FER2013_images\privatetest\34968_2.png,2
FER2013_images\privatetest\34969_3.png,3
FER2013_images\privatetest\34970_4.png,4
FER2013_images\privatetest\34971_4.png,4
FER2013_images\privatetest\34972_2.png,2
FER2013_images\privatetest\34973_3.png,3
FER2013_images\privatetest\34974_2.png,2
FER2013_images\privatetest\34975_3.png,3
FER2013_images\privatetest\34976_3.png,3
FER2013_images\privatetest\34977_6.png,6
FER2013_images\privatetest\34978_3.png,3
FER2013_images\privatetest\34979_6.png,6
FER2013_images\privatetest\34980_6.png,6
FER2013_images\privatetest\34981_6.png,6
FER2013_images\privatetest\34982_4.png,4
FER2013_images\privatetest\34983_4.png,4
FER2013_images\privatetest\34984_5.png,5
FER2013_images\privatetest\34985_4.png,4
FER2013_images\privatetest\34986_5.png,5
FER2013_images\privatetest\34987_5.png,5
FER2013_images\privatetest\34988_4.png,4
FER2013_images\privatetest\34989_0.png,0
FER2013_images\privatetest\34990_5.png,5
FER2013_images\privatetest\34991_4.png,4
FER2013_images\privatetest\34992_6.png,6
FER2013_images\privatetest\34993_6.png,6
FER2013_images\privatetest\34994_6.png,6
FER2013_images\privatetest\34995_3.png,3
FER2013_images\privatetest\34996_3.png,3
FER2013_images\privatetest\34997_2.png,2
FER2013_images\privatetest\34998_4.png,4
FER2013_images\privatetest\34999_3.png,3
FER2013_images\privatetest\35000_0.png,0
FER2013_images\privatetest\35001_3.png,3
FER2013_images\privatetest\35002_5.png,5
FER2013_images\privatetest\35003_5.png,5
FER2013_images\privatetest\35004_6.png,6
FER2013_images\privatetest\35005_0.png,0
FER2013_images\privatetest\35006_2.png,2
FER2013_images\privatetest\35007_3.png,3
FER2013_images\privatetest\35008_4.png,4
FER2013_images\privatetest\35009_0.png,0
FER2013_images\privatetest\35010_0.png,0
FER2013_images\privatetest\35011_4.png,4
FER2013_images\privatetest\35012_0.png,0
FER2013_images\privatetest\35013_0.png,0
FER2013_images\privatetest\35014_6.png,6
FER2013_images\privatetest\35015_1.png,1
FER2013_images\privatetest\35016_3.png,3
FER2013_images\privatetest\35017_6.png,6
FER2013_images\privatetest\35018_6.png,6
FER2013_images\privatetest\35019_4.png,4
FER2013_images\privatetest\35020_0.png,0
FER2013_images\privatetest\35021_4.png,4
FER2013_images\privatetest\35022_2.png,2
FER2013_images\privatetest\35023_4.png,4
FER2013_images\privatetest\35024_6.png,6
FER2013_images\privatetest\35025_6.png,6
FER2013_images\privatetest\35026_5.png,5
FER2013_images\privatetest\35027_3.png,3
FER2013_images\privatetest\35028_0.png,0
FER2013_images\privatetest\35029_3.png,3
FER2013_images\privatetest\35030_4.png,4
FER2013_images\privatetest\35031_0.png,0
FER2013_images\privatetest\35032_2.png,2
FER2013_images\privatetest\35033_0.png,0
FER2013_images\privatetest\35034_6.png,6
FER2013_images\privatetest\35035_3.png,3
FER2013_images\privatetest\35036_5.png,5
FER2013_images\privatetest\35037_0.png,0
FER2013_images\privatetest\35038_2.png,2
FER2013_images\privatetest\35039_4.png,4
FER2013_images\privatetest\35040_0.png,0
FER2013_images\privatetest\35041_0.png,0
FER2013_images\privatetest\35042_3.png,3
FER2013_images\privatetest\35043_4.png,4
FER2013_images\privatetest\35044_2.png,2
FER2013_images\privatetest\35045_4.png,4
FER2013_images\privatetest\35046_4.png,4
FER2013_images\privatetest\35047_3.png,3
FER2013_images\privatetest\35048_0.png,0
FER2013_images\privatetest\35049_5.png,5
FER2013_images\privatetest\35050_3.png,3
FER2013_images\privatetest\35051_0.png,0
FER2013_images\privatetest\35052_4.png,4
FER2013_images\privatetest\35053_4.png,4
FER2013_images\privatetest\35054_3.png,3
FER2013_images\privatetest\35055_6.png,6
FER2013_images\privatetest\35056_4.png,4
FER2013_images\privatetest\35057_3.png,3
FER2013_images\privatetest\35058_4.png,4
FER2013_images\privatetest\35059_0.png,0
FER2013_images\privatetest\35060_5.png,5
FER2013_images\privatetest\35061_0.png,0
FER2013_images\privatetest\35062_3.png,3
FER2013_images\privatetest\35063_5.png,5
FER2013_images\privatetest\35064_4.png,4
FER2013_images\privatetest\35065_3.png,3
FER2013_images\privatetest\35066_6.png,6
FER2013_images\privatetest\35067_3.png,3
FER2013_images\privatetest\35068_4.png,4
FER2013_images\privatetest\35069_0.png,0
FER2013_images\privatetest\35070_6.png,6
FER2013_images\privatetest\35071_4.png,4
FER2013_images\privatetest\35072_4.png,4
FER2013_images\privatetest\35073_0.png,0
FER2013_images\privatetest\35074_3.png,3
FER2013_images\privatetest\35075_6.png,6
FER2013_images\privatetest\35076_5.png,5
FER2013_images\privatetest\35077_6.png,6
FER2013_images\privatetest\35078_4.png,4
FER2013_images\privatetest\35079_3.png,3
FER2013_images\privatetest\35080_2.png,2
FER2013_images\privatetest\35081_3.png,3
FER2013_images\privatetest\35082_3.png,3
FER2013_images\privatetest\35083_5.png,5
FER2013_images\privatetest\35084_5.png,5
FER2013_images\privatetest\35085_0.png,0
FER2013_images\privatetest\35086_6.png,6
FER2013_images\privatetest\35087_5.png,5
FER2013_images\privatetest\35088_0.png,0
FER2013_images\privatetest\35089_3.png,3
FER2013_images\privatetest\35090_3.png,3
FER2013_images\privatetest\35091_6.png,6
FER2013_images\privatetest\35092_0.png,0
FER2013_images\privatetest\35093_0.png,0
FER2013_images\privatetest\35094_2.png,2
FER2013_images\privatetest\35095_5.png,5
FER2013_images\privatetest\35096_3.png,3
FER2013_images\privatetest\35097_2.png,2
FER2013_images\privatetest\35098_4.png,4
FER2013_images\privatetest\35099_0.png,0
FER2013_images\privatetest\35100_6.png,6
FER2013_images\privatetest\35101_3.png,3
FER2013_images\privatetest\35102_2.png,2
FER2013_images\privatetest\35103_3.png,3
FER2013_images\privatetest\35104_6.png,6
FER2013_images\privatetest\35105_4.png,4
FER2013_images\privatetest\35106_2.png,2
FER2013_images\privatetest\35107_6.png,6
FER2013_images\privatetest\35108_6.png,6
FER2013_images\privatetest\35109_6.png,6
FER2013_images\privatetest\35110_6.png,6
FER2013_images\privatetest\35111_2.png,2
FER2013_images\privatetest\35112_6.png,6
FER2013_images\privatetest\35113_0.png,0
FER2013_images\privatetest\35114_2.png,2
FER2013_images\privatetest\35115_0.png,0
FER2013_images\privatetest\35116_4.png,4
FER2013_images\privatetest\35117_3.png,3
FER2013_images\privatetest\35118_5.png,5
FER2013_images\privatetest\35119_0.png,0
FER2013_images\privatetest\35120_2.png,2
FER2013_images\privatetest\35121_5.png,5
FER2013_images\privatetest\35122_4.png,4
FER2013_images\privatetest\35123_0.png,0
FER2013_images\privatetest\35124_6.png,6
FER2013_images\privatetest\35125_0.png,0
FER2013_images\privatetest\35126_6.png,6
FER2013_images\privatetest\35127_6.png,6
FER2013_images\privatetest\35128_0.png,0
FER2013_images\privatetest\35129_6.png,6
FER2013_images\privatetest\35130_5.png,5
FER2013_images\privatetest\35131_4.png,4
FER2013_images\privatetest\35132_3.png,3
FER2013_images\privatetest\35133_3.png,3
FER2013_images\privatetest\35134_5.png,5
FER2013_images\privatetest\35135_0.png,0
FER2013_images\privatetest\35136_6.png,6
FER2013_images\privatetest\35137_2.png,2
FER2013_images\privatetest\35138_5.png,5
FER2013_images\privatetest\35139_3.png,3
FER2013_images\privatetest\35140_5.png,5
FER2013_images\privatetest\35141_3.png,3
FER2013_images\privatetest\35142_3.png,3
FER2013_images\privatetest\35143_0.png,0
